,trx,item
26333,6681,tomato sauce
26334,6681,mineral water
26335,6681,chutney
26336,6681,eggs
26337,6681,oil
26338,6681,oatmeal
26339,6681,chocolate
26340,6681,brownies
26341,6682,champagne
26342,6683,burgers
26343,6683,mineral water
26344,6683,soup
26345,6683,escalope
26346,6684,shrimp
26347,6684,olive oil
26348,6684,whole wheat rice
26349,6684,chocolate
26350,6684,tomato juice
26351,6685,chocolate
26352,6685,grated cheese
26353,6685,tomato sauce
26354,6685,spaghetti
26355,6685,eggplant
26356,6685,champagne
26357,6685,fresh bread
26358,6685,low fat yogurt
26359,6686,spaghetti
26360,6686,meatballs
26361,6686,chocolate
26362,6686,escalope
26363,6687,muffins
26364,6688,frozen vegetables
26365,6688,mineral water
26366,6688,hot dogs
26367,6688,cauliflower
26368,6689,tomatoes
26369,6689,chocolate
26370,6689,black tea
26371,6689,honey
26372,6689,champagne
26373,6690,parmesan cheese
26374,6690,whole wheat rice
26375,6691,whole wheat pasta
26376,6691,mineral water
26377,6692,chocolate
26378,6693,grated cheese
26379,6693,frozen vegetables
26380,6693,fromage blanc
26381,6693,chocolate
26382,6693,french fries
26383,6693,escalope
26384,6694,burgers
26385,6694,eggs
26386,6695,eggs
26387,6696,mineral water
26388,6696,muffins
26389,6696,french fries
26390,6697,herb & pepper
26391,6697,shrimp
26392,6697,parmesan cheese
26393,6697,whole wheat pasta
26394,6697,meatballs
26395,6697,milk
26396,6697,almonds
26397,6697,eggs
26398,6698,herb & pepper
26399,6698,black tea
26400,6698,strawberries
26401,6699,spaghetti
26402,6699,chocolate
26403,6700,whole wheat pasta
26404,6700,mineral water
26405,6700,olive oil
26406,6700,cake
26407,6700,french fries
26408,6700,strawberries
26409,6700,pancakes
26410,6700,light mayo
26411,6701,burgers
26412,6701,fromage blanc
26413,6701,honey
26414,6702,shrimp
26415,6702,spaghetti
26416,6702,butter
26417,6702,pancakes
26418,6702,honey
26419,6702,carrots
26420,6703,mineral water
26421,6703,soup
26422,6703,milk
26423,6703,olive oil
26424,6703,cooking oil
26425,6704,shrimp
26426,6705,chocolate
26427,6705,cottage cheese
26428,6706,whole wheat pasta
26429,6706,salmon
26430,6706,vegetables mix
26431,6707,spaghetti
26432,6707,chocolate
26433,6707,energy bar
26434,6707,french fries
26435,6707,candy bars
26436,6707,green tea
26437,6708,turkey
26438,6708,ground beef
26439,6708,meatballs
26440,6708,eggplant
26441,6708,escalope
26442,6709,ham
26443,6709,red wine
26444,6709,pepper
26445,6709,spaghetti
26446,6709,flax seed
26447,6709,whole wheat rice
26448,6710,milk
26449,6710,oil
26450,6710,carrots
26451,6710,frozen smoothie
26452,6710,hot dogs
26453,6710,tomato juice
26454,6711,cookies
26455,6712,mineral water
26456,6712,milk
26457,6712,chicken
26458,6712,vegetables mix
26459,6712,green tea
26460,6713,burgers
26461,6713,spaghetti
26462,6714,turkey
26463,6714,spaghetti
26464,6715,turkey
26465,6715,shrimp
26466,6715,spaghetti
26467,6715,mineral water
26468,6715,milk
26469,6715,soda
26470,6715,burger sauce
26471,6715,asparagus
26472,6716,burgers
26473,6716,shrimp
26474,6716,frozen vegetables
26475,6716,ground beef
26476,6716,meatballs
26477,6716,whole wheat rice
26478,6716,barbecue sauce
26479,6716,sparkling water
26480,6716,green tea
26481,6717,shrimp
26482,6717,ground beef
26483,6717,spaghetti
26484,6717,avocado
26485,6717,cake
26486,6717,pancakes
26487,6717,white wine
26488,6717,toothpaste
26489,6718,vegetables mix
26490,6718,french fries
26491,6718,fresh bread
26492,6719,burgers
26493,6719,shrimp
26494,6719,mineral water
26495,6719,almonds
26496,6719,vegetables mix
26497,6719,honey
26498,6719,strawberries
26499,6719,candy bars
26500,6720,mineral water
26501,6720,whole wheat rice
26502,6720,zucchini
26503,6721,fresh tuna
26504,6721,mineral water
26505,6721,almonds
26506,6721,cider
26507,6721,whole wheat rice
26508,6721,carrots
26509,6721,escalope
26510,6721,green tea
26511,6722,magazines
26512,6723,chocolate
26513,6724,mushroom cream sauce
26514,6725,red wine
26515,6725,ground beef
26516,6725,spaghetti
26517,6725,avocado
26518,6725,eggs
26519,6726,chocolate
26520,6726,french fries
26521,6727,soup
26522,6727,olive oil
26523,6728,turkey
26524,6728,eggs
26525,6728,ketchup
26526,6728,french fries
26527,6729,grated cheese
26528,6730,eggs
26529,6731,french fries
26530,6732,mineral water
26531,6732,eggs
26532,6733,whole wheat pasta
26533,6734,fresh tuna
26534,6735,eggs
26535,6735,pasta
26536,6736,eggs
26537,6736,cookies
26538,6737,pepper
26539,6737,mineral water
26540,6737,milk
26541,6737,eggs
26542,6737,whole wheat rice
26543,6737,frozen smoothie
26544,6738,mineral water
26545,6738,milk
26546,6738,pancakes
26547,6738,extra dark chocolate
26548,6738,low fat yogurt
26549,6739,milk
26550,6739,flax seed
26551,6739,almonds
26552,6739,eggs
26553,6739,cooking oil
26554,6739,chocolate
26555,6739,french fries
26556,6739,magazines
26557,6740,eggs
26558,6741,mineral water
26559,6742,eggs
26560,6743,eggs
26561,6743,escalope
26562,6744,tomatoes
26563,6744,whole wheat pasta
26564,6744,spaghetti
26565,6744,chocolate
26566,6744,milk
26567,6744,french fries
26568,6744,pancakes
26569,6744,mayonnaise
26570,6745,turkey
26571,6745,olive oil
26572,6745,chicken
26573,6745,frozen smoothie
26574,6745,fresh bread
26575,6745,low fat yogurt
26576,6746,turkey
26577,6746,parmesan cheese
26578,6746,spaghetti
26579,6746,french wine
26580,6746,salmon
26581,6746,eggs
26582,6746,champagne
26583,6746,low fat yogurt
26584,6747,pepper
26585,6747,spaghetti
26586,6747,blueberries
26587,6747,escalope
26588,6747,shallot
26589,6747,low fat yogurt
26590,6748,herb & pepper
26591,6748,tomatoes
26592,6748,spaghetti
26593,6748,mineral water
26594,6748,salmon
26595,6748,eggs
26596,6749,burgers
26597,6749,shrimp
26598,6749,whole wheat pasta
26599,6749,olive oil
26600,6749,eggs
26601,6749,cookies
26602,6749,energy drink
26603,6749,fresh bread
26604,6750,spaghetti
26605,6750,black tea
26606,6750,french fries
26607,6750,escalope
26608,6751,chocolate
26609,6751,frozen vegetables
26610,6751,whole wheat pasta
26611,6751,mineral water
26612,6751,olive oil
26613,6751,energy bar
26614,6751,chicken
26615,6751,white wine
26616,6752,frozen vegetables
26617,6752,tomatoes
26618,6752,mineral water
26619,6752,eggs
26620,6752,green tea
26621,6752,tomato juice
26622,6753,frozen vegetables
26623,6753,ground beef
26624,6753,chocolate
26625,6753,rice
26626,6753,french fries
26627,6753,fresh bread
26628,6754,tomatoes
26629,6754,butter
26630,6754,chutney
26631,6754,green tea
26632,6755,milk
26633,6755,french fries
26634,6756,frozen vegetables
26635,6756,ground beef
26636,6756,mineral water
26637,6756,chocolate
26638,6756,soup
26639,6756,milk
26640,6756,green tea
26641,6757,french fries
26642,6757,cookies
26643,6758,eggs
26644,6758,french fries
26645,6759,flax seed
26646,6760,pancakes
26647,6760,cake
26648,6760,cooking oil
26649,6761,toothpaste
26650,6762,meatballs
26651,6762,whole wheat rice
26652,6762,cake
26653,6763,mineral water
26654,6763,soup
26655,6763,gums
26656,6764,herb & pepper
26657,6764,tomato sauce
26658,6764,mineral water
26659,6764,carrots
26660,6764,cereals
26661,6765,ham
26662,6765,herb & pepper
26663,6765,whole wheat pasta
26664,6765,spaghetti
26665,6765,soup
26666,6765,milk
26667,6765,olive oil
26668,6765,butter
26669,6765,whole wheat rice
26670,6766,shrimp
26671,6766,mineral water
26672,6766,pancakes
26673,6767,butter
26674,6767,chicken
26675,6767,french fries
26676,6768,whole wheat pasta
26677,6768,mineral water
26678,6768,light cream
26679,6768,extra dark chocolate
26680,6768,clothes accessories
26681,6768,pancakes
26682,6769,eggs
26683,6770,mineral water
26684,6770,meatballs
26685,6770,milk
26686,6770,energy bar
26687,6770,chocolate
26688,6770,french fries
26689,6770,low fat yogurt
26690,6771,grated cheese
26691,6771,mineral water
26692,6772,toothpaste
26693,6773,grated cheese
26694,6773,spaghetti
26695,6773,olive oil
26696,6773,eggs
26697,6773,whole wheat rice
26698,6773,cake
26699,6773,chicken
26700,6773,white wine
26701,6774,bug spray
26702,6774,protein bar
26703,6775,shrimp
26704,6775,frozen vegetables
26705,6775,mineral water
26706,6775,vegetables mix
26707,6775,eggs
26708,6775,whole wheat rice
26709,6776,spaghetti
26710,6776,mineral water
26711,6776,salmon
26712,6777,cake
26713,6778,brownies
26714,6779,soup
26715,6779,eggs
26716,6779,cake
26717,6780,mineral water
26718,6780,eggs
26719,6780,oil
26720,6780,protein bar
26721,6780,green tea
26722,6781,burgers
26723,6781,ground beef
26724,6781,spaghetti
26725,6781,salmon
26726,6781,eggs
26727,6781,honey
26728,6781,extra dark chocolate
26729,6781,escalope
26730,6781,protein bar
26731,6782,french fries
26732,6782,frozen smoothie
26733,6782,cottage cheese
26734,6783,muffins
26735,6783,whole wheat rice
26736,6783,cake
26737,6783,fresh bread
26738,6784,frozen vegetables
26739,6784,mineral water
26740,6784,meatballs
26741,6784,whole wheat rice
26742,6784,chocolate
26743,6785,fresh tuna
26744,6785,tomatoes
26745,6785,ground beef
26746,6785,spaghetti
26747,6785,mineral water
26748,6785,olive oil
26749,6785,french wine
26750,6785,pancakes
26751,6785,cooking oil
26752,6786,ham
26753,6786,frozen vegetables
26754,6786,eggs
26755,6786,mint green tea
26756,6786,french fries
26757,6786,pancakes
26758,6786,low fat yogurt
26759,6787,whole wheat pasta
26760,6787,milk
26761,6787,pancakes
26762,6787,eggs
26763,6788,spaghetti
26764,6788,mineral water
26765,6788,eggs
26766,6788,cottage cheese
26767,6788,zucchini
26768,6789,herb & pepper
26769,6789,honey
26770,6790,escalope
26771,6791,chocolate
26772,6791,cake
26773,6791,cereals
26774,6791,cookies
26775,6791,tomato juice
26776,6791,green tea
26777,6792,mineral water
26778,6792,eggs
26779,6792,honey
26780,6792,protein bar
26781,6793,shrimp
26782,6793,mineral water
26783,6794,turkey
26784,6794,frozen vegetables
26785,6794,mineral water
26786,6795,tomato juice
26787,6796,green tea
26788,6797,herb & pepper
26789,6797,cooking oil
26790,6798,cookies
26791,6799,turkey
26792,6799,grated cheese
26793,6799,avocado
26794,6799,butter
26795,6799,cooking oil
26796,6799,fresh bread
26797,6800,turkey
26798,6800,herb & pepper
26799,6800,whole wheat pasta
26800,6800,spaghetti
26801,6800,mineral water
26802,6801,mineral water
26803,6801,energy drink
26804,6802,herb & pepper
26805,6802,spaghetti
26806,6802,eggs
26807,6802,cake
26808,6802,protein bar
26809,6803,cookies
26810,6804,cookies
26811,6805,mineral water
26812,6805,cake
26813,6805,low fat yogurt
26814,6806,mineral water
26815,6806,mint green tea
26816,6806,escalope
26817,6807,fresh tuna
26818,6807,olive oil
26819,6807,salmon
26820,6807,eggs
26821,6807,melons
26822,6808,turkey
26823,6808,parmesan cheese
26824,6808,milk
26825,6808,green tea
26826,6808,chocolate
26827,6809,ground beef
26828,6809,spaghetti
26829,6809,mineral water
26830,6809,meatballs
26831,6809,vegetables mix
26832,6810,tomato juice
26833,6811,red wine
26834,6811,yams
26835,6811,mineral water
26836,6811,olive oil
26837,6811,eggs
26838,6811,chocolate
26839,6811,hot dogs
26840,6811,strawberries
26841,6812,burgers
26842,6812,mushroom cream sauce
26843,6812,low fat yogurt
26844,6813,ham
26845,6813,mineral water
26846,6813,soup
26847,6813,almonds
26848,6813,light cream
26849,6813,chicken
26850,6813,chocolate
26851,6813,french fries
26852,6813,cookies
26853,6814,frozen vegetables
26854,6814,mineral water
26855,6814,energy bar
26856,6814,fromage blanc
26857,6814,cake
26858,6814,brownies
26859,6814,energy drink
26860,6815,ground beef
26861,6815,pepper
26862,6815,spaghetti
26863,6815,mineral water
26864,6815,green grapes
26865,6815,green tea
26866,6815,escalope
26867,6816,tomatoes
26868,6816,green tea
26869,6817,milk
26870,6818,ground beef
26871,6818,mineral water
26872,6818,soup
26873,6818,milk
26874,6819,cookies
26875,6820,grated cheese
26876,6820,spaghetti
26877,6820,mineral water
26878,6820,cereals
26879,6821,ground beef
26880,6821,milk
26881,6821,whole wheat rice
26882,6821,green tea
26883,6822,burgers
26884,6822,yams
26885,6822,butter
26886,6822,cake
26887,6822,chili
26888,6822,chocolate
26889,6823,pancakes
26890,6824,shrimp
26891,6824,mineral water
26892,6824,black tea
26893,6824,almonds
26894,6824,chicken
26895,6824,eggplant
26896,6825,chocolate
26897,6825,cake
26898,6826,mineral water
26899,6826,chocolate
26900,6826,escalope
26901,6827,yams
26902,6828,mineral water
26903,6828,avocado
26904,6829,herb & pepper
26905,6829,chicken
26906,6829,cookies
26907,6830,fresh tuna
26908,6830,frozen vegetables
26909,6831,low fat yogurt
26910,6832,turkey
26911,6832,fromage blanc
26912,6832,pancakes
26913,6832,honey
26914,6832,whole wheat rice
26915,6832,ketchup
26916,6832,french fries
26917,6832,tomato juice
26918,6833,mineral water
26919,6833,gums
26920,6833,green tea
26921,6833,cookies
26922,6834,burgers
26923,6834,tomatoes
26924,6834,mineral water
26925,6834,soup
26926,6834,milk
26927,6835,white wine
26928,6836,grated cheese
26929,6836,herb & pepper
26930,6836,pepper
26931,6836,milk
26932,6836,butter
26933,6836,nonfat milk
26934,6836,eggs
26935,6836,cooking oil
26936,6836,chicken
26937,6836,hot dogs
26938,6836,low fat yogurt
26939,6837,frozen vegetables
26940,6837,mineral water
26941,6837,chicken
26942,6837,oil
26943,6837,body spray
26944,6838,milk
26945,6838,strawberries
26946,6838,low fat yogurt
26947,6839,red wine
26948,6839,ground beef
26949,6839,mineral water
26950,6839,olive oil
26951,6839,light cream
26952,6839,gluten free bar
26953,6839,low fat yogurt
26954,6840,cookies
26955,6841,antioxydant juice
26956,6841,french fries
26957,6841,pancakes
26958,6841,light mayo
26959,6842,herb & pepper
26960,6842,whole wheat pasta
26961,6842,milk
26962,6842,olive oil
26963,6843,chocolate
26964,6843,ground beef
26965,6843,milk
26966,6843,chicken
26967,6843,fresh bread
26968,6844,milk
26969,6844,salmon
26970,6844,green tea
26971,6845,chicken
26972,6846,low fat yogurt
26973,6847,french wine
26974,6847,vegetables mix
26975,6848,herb & pepper
26976,6848,ground beef
26977,6848,chocolate
26978,6849,energy bar
26979,6849,pancakes
26980,6849,champagne
26981,6850,herb & pepper
26982,6850,mineral water
26983,6850,eggs
26984,6850,cake
26985,6850,cereals
26986,6850,brownies
26987,6850,pancakes
26988,6850,tomato juice
26989,6850,low fat yogurt
26990,6850,green tea
26991,6851,eggs
26992,6852,mineral water
26993,6852,milk
26994,6852,extra dark chocolate
26995,6852,protein bar
26996,6852,zucchini
26997,6852,green tea
26998,6853,chocolate
26999,6854,burgers
27000,6854,red wine
27001,6854,ground beef
27002,6854,mineral water
27003,6854,pancakes
27004,6854,honey
27005,6854,gums
27006,6855,shrimp
27007,6855,parmesan cheese
27008,6856,mushroom cream sauce
27009,6856,sandwich
27010,6857,mineral water
27011,6858,tomatoes
27012,6858,spaghetti
27013,6858,cookies
27014,6859,turkey
27015,6859,frozen vegetables
27016,6859,ground beef
27017,6859,mineral water
27018,6859,low fat yogurt
27019,6860,turkey
27020,6860,cooking oil
27021,6860,chocolate
27022,6860,mushroom cream sauce
27023,6860,cottage cheese
27024,6861,cookies
27025,6862,cake
27026,6862,french fries
27027,6862,pancakes
27028,6863,chocolate
27029,6864,burgers
27030,6864,black tea
27031,6864,eggs
27032,6864,cookies
27033,6865,energy bar
27034,6866,cake
27035,6866,french fries
27036,6866,energy drink
27037,6867,ground beef
27038,6867,mineral water
27039,6867,milk
27040,6867,pancakes
27041,6867,eggs
27042,6867,cottage cheese
27043,6867,fresh bread
27044,6868,ground beef
27045,6868,corn
27046,6868,cauliflower
27047,6869,herb & pepper
27048,6869,ground beef
27049,6869,spaghetti
27050,6869,honey
27051,6869,french fries
27052,6869,pancakes
27053,6869,low fat yogurt
27054,6870,milk
27055,6870,butter
27056,6870,chicken
27057,6870,eggs
27058,6870,whole wheat rice
27059,6870,cake
27060,6870,carrots
27061,6870,eggplant
27062,6870,magazines
27063,6871,turkey
27064,6871,mineral water
27065,6871,milk
27066,6871,nonfat milk
27067,6871,pancakes
27068,6872,chutney
27069,6872,vegetables mix
27070,6873,mineral water
27071,6873,chicken
27072,6873,pancakes
27073,6873,cooking oil
27074,6873,cookies
27075,6873,cottage cheese
27076,6873,green tea
27077,6874,parmesan cheese
27078,6874,avocado
27079,6874,milk
27080,6874,energy bar
27081,6874,salmon
27082,6874,cookies
27083,6875,chocolate
27084,6875,escalope
27085,6876,meatballs
27086,6876,almonds
27087,6877,almonds
27088,6877,eggs
27089,6877,yogurt cake
27090,6878,frozen smoothie
27091,6878,pancakes
27092,6879,salad
27093,6880,eggs
27094,6880,cookies
27095,6881,cookies
27096,6882,tomatoes
27097,6882,meatballs
27098,6882,chicken
27099,6882,eggs
27100,6883,tomatoes
27101,6883,chocolate
27102,6883,eggs
27103,6883,pancakes
27104,6884,eggs
27105,6884,whole wheat rice
27106,6885,herb & pepper
27107,6886,nonfat milk
27108,6886,escalope
27109,6887,french fries
27110,6887,yogurt cake
27111,6888,cookies
27112,6889,frozen vegetables
27113,6890,yams
27114,6890,eggplant
27115,6891,eggs
27116,6892,cookies
27117,6893,chocolate
27118,6893,pancakes
27119,6893,light cream
27120,6893,chili
27121,6893,extra dark chocolate
27122,6894,whole wheat pasta
27123,6894,french fries
27124,6894,brownies
27125,6895,ground beef
27126,6895,cookies
27127,6895,toothpaste
27128,6895,green tea
27129,6896,ham
27130,6896,whole wheat rice
27131,6896,french fries
27132,6896,champagne
27133,6896,cauliflower
27134,6897,whole wheat rice
27135,6898,shrimp
27136,6898,milk
27137,6898,butter
27138,6898,cake
27139,6898,chocolate bread
27140,6898,green tea
27141,6899,mineral water
27142,6899,sparkling water
27143,6899,yogurt cake
27144,6899,energy drink
27145,6899,light mayo
27146,6900,french fries
27147,6900,escalope
27148,6900,pasta
27149,6900,mushroom cream sauce
27150,6900,green tea
27151,6901,ground beef
27152,6901,spaghetti
27153,6901,yams
27154,6901,eggs
27155,6901,cookies
27156,6901,mushroom cream sauce
27157,6902,frozen vegetables
27158,6902,french fries
27159,6903,ground beef
27160,6903,spaghetti
27161,6903,mineral water
27162,6903,chocolate
27163,6903,salmon
27164,6903,chicken
27165,6903,chocolate
27166,6903,frozen smoothie
27167,6904,parmesan cheese
27168,6904,hot dogs
27169,6905,cooking oil
27170,6905,cottage cheese
27171,6906,herb & pepper
27172,6906,vegetables mix
27173,6906,clothes accessories
27174,6907,milk
27175,6907,eggs
27176,6907,burger sauce
27177,6907,cooking oil
27178,6907,sandwich
27179,6908,chocolate
27180,6908,cake
27181,6908,cottage cheese
27182,6908,green tea
27183,6909,eggs
27184,6909,chocolate
27185,6909,yogurt cake
27186,6910,fresh tuna
27187,6910,spaghetti
27188,6910,french wine
27189,6910,cake
27190,6910,strawberries
27191,6911,turkey
27192,6911,mineral water
27193,6911,milk
27194,6911,eggs
27195,6911,cooking oil
27196,6912,ground beef
27197,6912,spaghetti
27198,6912,mineral water
27199,6912,fromage blanc
27200,6912,bacon
27201,6912,pancakes
27202,6912,whole wheat rice
27203,6912,oil
27204,6912,french fries
27205,6912,cottage cheese
27206,6912,green tea
27207,6913,whole wheat rice
27208,6913,hot dogs
27209,6914,meatballs
27210,6914,energy drink
27211,6914,fresh bread
27212,6915,burgers
27213,6915,grated cheese
27214,6915,frozen vegetables
27215,6915,ground beef
27216,6915,spaghetti
27217,6915,mineral water
27218,6915,soup
27219,6915,eggs
27220,6915,french fries
27221,6916,frozen vegetables
27222,6916,cake
27223,6916,french fries
27224,6916,pancakes
27225,6917,cookies
27226,6918,burgers
27227,6918,mineral water
27228,6918,whole wheat rice
27229,6919,french fries
27230,6920,frozen vegetables
27231,6920,ketchup
27232,6920,green tea
27233,6921,frozen vegetables
27234,6922,mineral water
27235,6922,vegetables mix
27236,6922,eggs
27237,6922,cake
27238,6922,chicken
27239,6922,french fries
27240,6923,ham
27241,6923,cookies
27242,6924,herb & pepper
27243,6924,ground beef
27244,6924,brownies
27245,6924,low fat yogurt
27246,6925,strawberries
27247,6925,melons
27248,6926,muffins
27249,6927,spaghetti
27250,6927,black tea
27251,6927,strong cheese
27252,6927,cooking oil
27253,6927,mushroom cream sauce
27254,6928,green grapes
27255,6929,eggs
27256,6929,escalope
27257,6930,frozen vegetables
27258,6930,eggs
27259,6931,burgers
27260,6931,eggs
27261,6931,french fries
27262,6932,frozen smoothie
27263,6933,mineral water
27264,6933,green tea
27265,6934,parmesan cheese
27266,6934,ground beef
27267,6934,spaghetti
27268,6934,milk
27269,6934,honey
27270,6935,eggs
27271,6935,cooking oil
27272,6936,spaghetti
27273,6936,mineral water
27274,6936,milk
27275,6936,olive oil
27276,6936,ham
27277,6936,mint green tea
27278,6936,french fries
27279,6937,burgers
27280,6937,fresh tuna
27281,6937,eggs
27282,6937,french fries
27283,6937,champagne
27284,6938,turkey
27285,6938,ground beef
27286,6938,salmon
27287,6938,honey
27288,6939,mineral water
27289,6939,cake
27290,6939,gums
27291,6940,cookies
27292,6940,brownies
27293,6940,pancakes
27294,6941,cookies
27295,6942,babies food
27296,6942,fresh bread
27297,6943,escalope
27298,6944,low fat yogurt
27299,6945,mineral water
27300,6946,milk
27301,6946,cookies
27302,6947,vegetables mix
27303,6948,spaghetti
27304,6949,mineral water
27305,6950,spaghetti
27306,6950,mineral water
27307,6950,olive oil
27308,6950,green tea
27309,6950,zucchini
27310,6951,french fries
27311,6952,soup
27312,6952,avocado
27313,6952,eggs
27314,6952,melons
27315,6952,white wine
27316,6953,mineral water
27317,6953,muffins
27318,6954,chocolate
27319,6954,cookies
27320,6954,champagne
27321,6954,energy drink
27322,6954,green tea
27323,6955,shrimp
27324,6955,energy drink
27325,6955,green tea
27326,6956,pancakes
27327,6957,low fat yogurt
27328,6958,red wine
27329,6958,whole wheat pasta
27330,6958,avocado
27331,6958,olive oil
27332,6958,green tea
27333,6959,protein bar
27334,6960,grated cheese
27335,6960,ground beef
27336,6960,tomato sauce
27337,6960,mineral water
27338,6960,salmon
27339,6960,eggs
27340,6960,whole weat flour
27341,6960,protein bar
27342,6960,zucchini
27343,6961,cookies
27344,6962,burgers
27345,6962,frozen vegetables
27346,6962,chicken
27347,6962,cake
27348,6962,chocolate
27349,6963,black tea
27350,6963,vegetables mix
27351,6963,pancakes
27352,6963,eggs
27353,6963,cereals
27354,6964,turkey
27355,6964,mineral water
27356,6964,eggs
27357,6964,magazines
27358,6964,green tea
27359,6965,whole wheat pasta
27360,6965,milk
27361,6965,strong cheese
27362,6966,muffins
27363,6967,burgers
27364,6967,ham
27365,6968,mineral water
27366,6968,milk
27367,6968,blueberries
27368,6969,butter
27369,6970,mineral water
27370,6971,ham
27371,6971,salmon
27372,6971,french fries
27373,6972,herb & pepper
27374,6972,shrimp
27375,6972,frozen vegetables
27376,6972,ground beef
27377,6972,spaghetti
27378,6972,mineral water
27379,6972,olive oil
27380,6972,chicken
27381,6972,eggs
27382,6972,rice
27383,6972,burger sauce
27384,6972,extra dark chocolate
27385,6972,protein bar
27386,6973,milk
27387,6973,bug spray
27388,6973,green tea
27389,6973,energy drink
27390,6973,hand protein bar
27391,6973,tomato juice
27392,6974,cookies
27393,6974,green tea
27394,6975,parmesan cheese
27395,6975,pancakes
27396,6976,mineral water
27397,6977,mineral water
27398,6977,pancakes
27399,6978,cookies
27400,6979,frozen vegetables
27401,6979,tomatoes
27402,6980,pepper
27403,6980,oil
27404,6980,clothes accessories
27405,6980,chocolate
27406,6980,salt
27407,6980,green tea
27408,6981,mineral water
27409,6981,meatballs
27410,6981,chicken
27411,6981,frozen smoothie
27412,6982,spaghetti
27413,6982,blueberries
27414,6983,shrimp
27415,6983,french wine
27416,6984,champagne
27417,6985,grated cheese
27418,6985,shrimp
27419,6985,frozen vegetables
27420,6985,parmesan cheese
27421,6985,ground beef
27422,6985,chicken
27423,6985,antioxydant juice
27424,6985,chocolate
27425,6985,frozen smoothie
27426,6985,escalope
27427,6986,mineral water
27428,6987,light mayo
27429,6987,tomato juice
27430,6988,chocolate
27431,6988,french fries
27432,6988,shallot
27433,6988,low fat yogurt
27434,6988,green tea
27435,6989,shrimp
27436,6989,meatballs
27437,6989,honey
27438,6989,eggplant
27439,6989,chocolate
27440,6989,sandwich
27441,6989,babies food
27442,6990,parmesan cheese
27443,6990,eggs
27444,6990,cottage cheese
27445,6990,light mayo
27446,6991,eggs
27447,6992,red wine
27448,6992,frozen vegetables
27449,6992,pepper
27450,6992,green beans
27451,6992,french fries
27452,6992,light mayo
27453,6992,green tea
27454,6993,spaghetti
27455,6994,light mayo
27456,6995,burgers
27457,6995,spaghetti
27458,6995,energy bar
27459,6995,eggs
27460,6995,mushroom cream sauce
27461,6995,yogurt cake
27462,6995,green tea
27463,6996,grated cheese
27464,6996,pepper
27465,6996,milk
27466,6997,pepper
27467,6997,spaghetti
27468,6997,mineral water
27469,6997,milk
27470,6997,olive oil
27471,6997,tea
27472,6997,asparagus
27473,6998,herb & pepper
27474,6998,shrimp
27475,6998,parmesan cheese
27476,6998,ground beef
27477,6998,eggs
27478,6998,clothes accessories
27479,6998,pancakes
27480,6999,milk
27481,6999,chocolate
27482,6999,champagne
27483,7000,sandwich
27484,7001,shrimp
27485,7002,gums
27486,7003,french fries
27487,7004,turkey
27488,7004,shrimp
27489,7004,spaghetti
27490,7004,butter
27491,7004,melons
27492,7004,low fat yogurt
27493,7005,honey
27494,7005,energy drink
27495,7006,champagne
27496,7007,fresh tuna
27497,7008,energy bar
27498,7008,eggs
27499,7008,chocolate
27500,7009,french fries
27501,7009,yogurt cake
27502,7009,green tea
27503,7010,almonds
27504,7010,cookies
27505,7011,frozen vegetables
27506,7011,brownies
27507,7011,low fat yogurt
27508,7012,eggs
27509,7012,french fries
27510,7013,brownies
27511,7014,escalope
27512,7015,red wine
27513,7015,black tea
27514,7015,french wine
27515,7015,extra dark chocolate
27516,7015,ham
27517,7015,salt
27518,7016,spaghetti
27519,7016,vegetables mix
27520,7016,french fries
27521,7017,ground beef
27522,7017,milk
27523,7017,butter
27524,7017,eggs
27525,7018,mineral water
27526,7018,fresh bread
27527,7019,fresh tuna
27528,7019,frozen vegetables
27529,7019,tomatoes
27530,7019,spaghetti
27531,7019,butter
27532,7019,almonds
27533,7019,pancakes
27534,7019,honey
27535,7019,frozen smoothie
27536,7020,escalope
27537,7020,pasta
27538,7020,mushroom cream sauce
27539,7020,brownies
27540,7020,light mayo
27541,7020,fresh bread
27542,7020,green tea
27543,7021,muffins
27544,7021,pancakes
27545,7021,eggs
27546,7021,chocolate
27547,7021,french fries
27548,7021,escalope
27549,7021,green tea
27550,7022,green tea
27551,7023,herb & pepper
27552,7023,cider
27553,7023,eggs
27554,7023,champagne
27555,7023,green tea
27556,7024,nonfat milk
27557,7025,escalope
27558,7026,pepper
27559,7026,frozen smoothie
27560,7027,chocolate
27561,7027,escalope
27562,7028,herb & pepper
27563,7028,spaghetti
27564,7028,mineral water
27565,7028,muffins
27566,7029,ham
27567,7029,spaghetti
27568,7029,avocado
27569,7029,milk
27570,7029,pancakes
27571,7029,eggs
27572,7029,oil
27573,7029,antioxydant juice
27574,7029,green tea
27575,7029,chocolate
27576,7029,frozen smoothie
27577,7029,escalope
27578,7030,strawberries
27579,7030,fresh bread
27580,7031,eggs
27581,7031,white wine
27582,7032,turkey
27583,7032,burgers
27584,7032,spaghetti
27585,7032,milk
27586,7032,eggs
27587,7032,honey
27588,7033,mineral water
27589,7033,salmon
27590,7034,cookies
27591,7034,energy drink
27592,7035,cookies
27593,7035,mushroom cream sauce
27594,7036,yogurt cake
27595,7037,butter
27596,7037,energy drink
27597,7038,energy bar
27598,7038,chicken
27599,7039,french fries
27600,7040,ground beef
27601,7040,mineral water
